query,truth,response
Is Wallowa County Oregon adjacent to and west of Zipcode 97886?,no,no
Is Zipcode 92880 adjacent to and southeast of Zipcode 91710?,yes,no
Coamo Municipio Puerto Rico has no common ground with Zipcode 00794 correct?,no,no
Is Zipcode 68620 adjacent to and east of Zipcode 68665?,yes,no
Is Zipcode 79236 west of Zipcode 79220?,no,yes
Scott County Tennessee contains Zipcode 37755 correct?,yes,no
Niagara County New York is inside of Zipcode 14302 correct?,no,no
Is Hall County Nebraska adjacent to and north of Howard County Nebraska?,no,no
Is Zipcode 66102 northwest of Zipcode 66103?,yes,yes
Is Zipcode 94601 adjacent to and south of Zipcode 94621?,no,no
Is Zipcode 38606 southeast of Zipcode 38658?,no,yes
Is Bradley County Tennessee southeast of Zipcode 30555?,no,yes
Is Zipcode 07731 adjacent to and southwest of Zipcode 07727?,yes,no
Is Zipcode 01071 adjacent to and southwest of Zipcode 01097?,yes,yes
Is Milwaukee County Wisconsin adjacent to and east of Waukesha County Wisconsin?,yes,no
Is Zipcode 47340 adjacent to and southeast of Zipcode 47320?,yes,no
The State of Washington is inside of Zipcode 99114 correct?,no,yes
Is Zipcode 44134 east of Zipcode 44130?,yes,yes
Is Muscogee County Georgia northwest of Zipcode 31805?,yes,no
Is Washington County Ohio north of Zipcode 26142?,yes,no
Is Zipcode 39348 adjacent to and west of Zipcode 39422?,no,no
Is Zipcode 39556 adjacent to and north of Zipcode 39520?,yes,no
Is Zipcode 25547 adjacent to and southwest of Zipcode 25601?,no,no
Is Kingsbury County South Dakota adjacent to and south of Miner County South Dakota?,no,no
Is Zipcode 30326 adjacent to and north of Zipcode 30324?,yes,no
Is Los Angeles County California northwest of Zipcode 92618?,yes,no
Is Ulster County New York west of Zipcode 13755?,no,no
Is Zipcode 89503 northwest of Zipcode 89502?,yes,no
Is Zipcode 85373 adjacent to and west of Zipcode 85375?,no,no
Is Zipcode 70722 northeast of Zipcode 70791?,yes,no
Is Zipcode 24121 adjacent to and north of Zipcode 24176?,yes,no
The State of New Mexico is inside of Zipcode 87831 correct?,no,no
Is Zipcode 67029 south of Zipcode 67059?,yes,no
Is Zipcode 48875 adjacent to and south of Zipcode 48851?,yes,no
Is Zipcode 45223 northeast of Zipcode 45238?,yes,no
Is Zipcode 26582 adjacent to and south of Zipcode 26386?,no,no
Is Nolan County Texas west of Zipcode 79603?,yes,yes
Is Zipcode 47951 adjacent to and northwest of Zipcode 60931?,no,no
Is Zipcode 08865 adjacent to and southeast of Zipcode 18040?,yes,no
Is Zipcode 98579 adjacent to and west of Zipcode 98531?,yes,no
Is New York County New York southwest of Zipcode 10458?,yes,no
Is Zipcode 66739 southwest of Zipcode 74354?,no,yes
Is Phillips County Arkansas adjacent to and south of Bolivar County Mississippi?,no,no
Is Manatí Municipio Puerto Rico west of Zipcode 00951?,yes,yes
Is Zipcode 62884 adjacent to and northwest of Zipcode 62812?,yes,no
Is Zipcode 11435 adjacent to and west of Zipcode 11415?,no,no
Is Zipcode 22714 adjacent to and north of Zipcode 22741?,yes,no
Is Licking County Ohio southeast of Zipcode 43777?,no,yes
Is Zipcode 60619 adjacent to and northeast of Zipcode 60649?,no,no
Is Zipcode 62612 adjacent to and northeast of Zipcode 62675?,no,no
The State of North Carolina is inside of Zipcode 28684 correct?,no,yes
Is Zipcode 93920 east of Zipcode 93930?,no,yes
Is Kern County California adjacent to and east of Zipcode 93453?,yes,no
Is Zipcode 05345 adjacent to and east of Zipcode 05355?,yes,no
Is Zipcode 59270 adjacent to and west of Zipcode 59262?,no,no
Is Zipcode 88415 adjacent to and southwest of Zipcode 87743?,no,no
Is Valdez-Cordova Census Area Alaska adjacent to and east of Yakutat City?,no,no
Is Zipcode 14220 adjacent to and south of Zipcode 14210?,yes,no
Is Zipcode 26676 northwest of Zipcode 26662?,no,no
Cuyahoga County Ohio contains Zipcode 44134 correct?,yes,no
Is Zipcode 92614 west of Zipcode 92620?,yes,no
Is Zipcode 12955 northwest of Zipcode 12981?,yes,no
Is Zipcode 33306 east of Zipcode 33309?,yes,yes
Is Zipcode 06877 west of Zipcode 10597?,no,no
Is Jerome County Idaho east of Zipcode 83321?,yes,no
Is Leon County Texas adjacent to and south of Madison County Texas?,no,no
Is Zipcode 31554 northeast of Zipcode 31642?,yes,no
Is Zipcode 40827 adjacent to and north of Zipcode 40868?,no,no
The State of Arizona is inside of Zipcode 85254 correct?,no,no
Is Zipcode 98224 northwest of Zipcode 98272?,no,no
Is Zipcode 97223 adjacent to and east of Zipcode 97007?,yes,no
Is Zipcode 38240 adjacent to and northwest of Zipcode 38059?,yes,no
Is Zipcode 57719 adjacent to and north of Zipcode 57703?,yes,no
Is Grant County Oklahoma adjacent to and northeast of Zipcode 67022?,no,no
Kandiyohi County Minnesota intersects with Zipcode 56289 correct?,yes,yes
Is Zipcode 60651 adjacent to and southeast of Zipcode 60624?,no,no
Is Zipcode 64080 adjacent to and east of Zipcode 64078?,yes,no
Is Kennebec County Maine southeast of Zipcode 04940?,yes,yes
Is Zipcode 24910 adjacent to and northwest of Zipcode 25976?,no,no
Is Weber County Utah north of Zipcode 84041?,yes,yes
Is Haralson County Georgia southwest of Zipcode 36264?,no,no
Is Zipcode 68039 adjacent to and southwest of Zipcode 68055?,no,no
Is Zipcode 17931 southeast of Zipcode 17820?,yes,no
Sullivan County New York has no common ground with Zipcode 12740 correct?,no,yes
Is Zipcode 11435 west of Zipcode 11423?,yes,yes
Is Zipcode 30576 adjacent to and northeast of Zipcode 30523?,yes,no
Is Northumberland County Pennsylvania west of Zipcode 18246?,yes,no
Is Zipcode 95568 west of Zipcode 96032?,yes,no
Is Zipcode 49759 adjacent to and northwest of Zipcode 49743?,yes,no
Is Galveston County Texas southwest of Zipcode 77566?,no,no
Is Zipcode 37912 west of Zipcode 37931?,no,no
Is Murray County Oklahoma adjacent to and northeast of Zipcode 73458?,yes,no
Is Zipcode 48746 adjacent to and southwest of Zipcode 48420?,no,no
Is Madison County North Carolina northwest of Zipcode 37843?,no,yes
Is Zipcode 26601 adjacent to and northwest of Zipcode 26624?,no,no
Is Zipcode 77493 adjacent to and north of Zipcode 77494?,yes,no
Is Zipcode 41564 adjacent to and southwest of Zipcode 41514?,yes,yes
Is Zipcode 84520 adjacent to and southwest of Zipcode 84539?,yes,no
Is Hillsborough County New Hampshire west of Zipcode 03445?,no,yes
Is Caroline County Maryland west of Zipcode 19963?,yes,no
Is Columbiana County Ohio adjacent to and southeast of Zipcode 44672?,yes,no
Is Zipcode 63565 west of Zipcode 63561?,yes,no
Is Zipcode 75668 east of Zipcode 75657?,no,no
Is Westmoreland County Virginia west of Zipcode 20667?,yes,no
Is Zipcode 38879 west of Zipcode 38862?,yes,no
Is Shenandoah County Virginia north of Zipcode 26711?,no,no
Is Jackson County North Carolina southwest of Zipcode 28763?,no,no
Warrick County Indiana intersects with Zipcode 47619 correct?,yes,no
Is Zipcode 62869 northwest of Zipcode 62979?,yes,no
Is Zipcode 12981 east of Zipcode 12962?,no,no
Is Williamson County Tennessee adjacent to and northwest of Cheatham County Tennessee?,no,no
Is Zipcode 44262 adjacent to and west of Zipcode 44221?,no,no
Is Hardin County Illinois east of Zipcode 62928?,yes,yes
The State of Georgia contains Zipcode 30805 correct?,yes,yes
Meagher County Montana has no common ground with Zipcode 59645 correct?,no,yes
Is The State of Virginia northwest of Zipcode 26321?,no,no
Is Pulaski County Virginia east of Zipcode 24323?,yes,no
Is Zipcode 60605 adjacent to and south of Zipcode 60601?,yes,no
Is Lycoming County Pennsylvania east of Zipcode 18636?,no,no
Is Caledonia County Vermont northeast of Zipcode 05907?,no,yes
Is West Baton Rouge Parish Louisiana adjacent to and west of Zipcode 70805?,yes,yes
Leflore County Mississippi is inside of Zipcode 38941 correct?,no,yes
Is Burleigh County North Dakota adjacent to and northwest of Zipcode 58577?,no,yes
Is Zipcode 83221 adjacent to and west of Zipcode 83274?,yes,yes
