query,truth,response
Query: Select all options that are north of Forest County Pennsylvania? You may choose one or more options. Options: a. Zipcode 16343 b. Zipcode 15860 c. Zipcode 16233 d. Warren County Pennsylvania e. None of the above,e,"d,e"
Query: Select all options that are adjacent to and east of Zipcode 56142? You may choose one or more options. Options: a. Zipcode 56220 b. Zipcode 56136 c. Zipcode 56291 d. Zipcode 56264 e. None of the above,b,e
Query: Select all options that are southwest of Kent County Delaware? You may choose one or more options. Options: a. Zipcode 21650 b. Zipcode 19979 c. Zipcode 21651 d. Zipcode 19941 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 26206? You may choose one or more options. Options: a. Zipcode 26203 b. Zipcode 26208 c. Zipcode 26288 d. Zipcode 26266 e. None of the above,e,"b,e"
Query: Select all options that are southwest of Zipcode 31542? You may choose one or more options. Options: a. Zipcode 31537 b. Zipcode 31503 c. Zipcode 31553 d. Zipcode 31557 e. None of the above,e,e
Query: Select all options that are adjacent to and east of The State of Mississippi? You may choose one or more options. Options: a. Zipcode 71254 b. Zipcode 71640 c. Zipcode 71276 d. Zipcode 71653 e. None of the above,"a,b,c,d",e
Query: Select all options that are southwest of The State of Illinois? You may choose one or more options. Options: a. Zipcode 61259 b. Zipcode 61363 c. Zipcode 62903 d. Zipcode 46409 e. None of the above,d,e
Query: Select all options that are west of Providence County Rhode Island? You may choose one or more options. Options: a. Zipcode 02048 b. The State of Massachusetts c. Zipcode 02715 d. Zipcode 02726 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and southwest of Zipcode 19020? You may choose one or more options. Options: a. Zipcode 19053 b. Zipcode 19114 c. Zipcode 19047 d. Zipcode 08010 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and east of Zipcode 80233? You may choose one or more options. Options: a. Zipcode 80031 b. Zipcode 80640 c. Zipcode 80603 d. Zipcode 80234 e. None of the above,d,"d,e"
Query: Select all options that are adjacent to and west of Zipcode 65078? You may choose one or more options. Options: a. Zipcode 65037 b. Zipcode 65301 c. Zipcode 65345 d. Zipcode 65338 e. None of the above,e,e
Query: Select all options that are southeast of Zipcode 52136? You may choose one or more options. Options: a. Zipcode 50628 b. Zipcode 52132 c. Zipcode 52163 d. Zipcode 52154 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 60448? You may choose one or more options. Options: a. Zipcode 60423 b. Zipcode 60477 c. Zipcode 60462 d. Zipcode 60487 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and northwest of Zipcode 07013? You may choose one or more options. Options: a. Zipcode 07003 b. Zipcode 07026 c. Zipcode 07503 d. Zipcode 07513 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 48849? You may choose one or more options. Options: a. Zipcode 49096 b. Zipcode 48890 c. Zipcode 49058 d. Zipcode 48875 e. None of the above,c,"a,e"
Query: Select all options that are adjacent to and southeast of The State of West Virginia? You may choose one or more options. Options: a. Zipcode 45692 b. Zipcode 45742 c. Zipcode 45723 d. Zipcode 15486 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and southeast of Zipcode 48723? You may choose one or more options. Options: a. Zipcode 48768 b. Zipcode 48767 c. Zipcode 48744 d. Zipcode 48733 e. None of the above,b,e
Query: Select all options that are northeast of Zipcode 52170? You may choose one or more options. Options: a. Zipcode 52159 b. Zipcode 52146 c. Zipcode 52151 d. Zipcode 52172 e. None of the above,e,"d,e"
Query: Select all options that are adjacent to and north of Van Buren County Arkansas? You may choose one or more options. Options: a. Zipcode 72645 b. Zipcode 72686 c. Zipcode 72030 d. Zipcode 72843 e. None of the above,e,e
Query: Select all options that are northwest of Pendleton County West Virginia? You may choose one or more options. Options: a. Zipcode 24433 b. Zipcode 26815 c. Zipcode 26296 d. Hardy County West Virginia e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 85739? You may choose one or more options. Options: a. Zipcode 85653 b. Zipcode 85619 c. Zipcode 85623 d. Zipcode 85192 e. None of the above,d,e
Query: Select all options that are east of Zipcode 54465? You may choose one or more options. Options: a. Zipcode 54566 b. Zipcode 54462 c. Zipcode 54424 d. Zipcode 54520 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Cumberland County Maine? You may choose one or more options. Options: a. Zipcode 04041 b. Zipcode 04071 c. Zipcode 04017 d. Zipcode 03581 e. None of the above,a,e
Query: Select all options that are inside of San Joaquin County California? You may choose one or more options. Options: a. Fresno County California b. Zipcode 95316 c. Yolo County California d. Zipcode 95386 e. None of the above,e,"a,b,d,e"
Query: Select all options that are inside of Kidder County North Dakota? You may choose one or more options. Options: a. Zipcode 58482 b. Zipcode 58478 c. Zipcode 58561 d. Zipcode 58428 e. None of the above,"a,b,d","a,b,c,d"
Query: Select all options that are southwest of Zipcode 49085? You may choose one or more options. Options: a. Zipcode 49022 b. Zipcode 49103 c. Zipcode 49126 d. Zipcode 49127 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 48626? You may choose one or more options. Options: a. Zipcode 48637 b. Zipcode 48609 c. Zipcode 48623 d. Zipcode 48640 e. None of the above,e,"a,c"
Query: Select all options that are adjacent to and south of Zipcode 29620? You may choose one or more options. Options: a. Zipcode 29653 b. Zipcode 29819 c. Zipcode 29646 d. Zipcode 29655 e. None of the above,e,e
Query: Select all options that are inside of The State of Minnesota? You may choose one or more options. Options: a. Zipcode 56469 b. Zipcode 52134 c. Zipcode 54870 d. Zipcode 55106 e. None of the above,"a,d","a,b,c,d"
Query: Select all options that are inside of Brooks County Georgia? You may choose one or more options. Options: a. The State of Georgia b. Zipcode 32052 c. Zipcode 31632 d. Zipcode 31627 e. None of the above,a,"a,c,d"
Query: Select all options that are southwest of Zipcode 44301? You may choose one or more options. Options: a. Zipcode 44305 b. Zipcode 44311 c. Zipcode 44314 d. Zipcode 44312 e. None of the above,a,e
Query: Select all options that are south of Zipcode 72834? You may choose one or more options. Options: a. Zipcode 72802 b. Zipcode 72853 c. Zipcode 72835 d. Zipcode 72824 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 17074? You may choose one or more options. Options: a. Zipcode 17094 b. Zipcode 17045 c. Zipcode 17069 d. Zipcode 17062 e. None of the above,e,e
Query: Select all options that are northwest of The State of Wyoming? You may choose one or more options. Options: a. Zipcode 82901 b. Zipcode 80742 c. Zipcode 80480 d. Zipcode 82322 e. None of the above,b,e
Query: Select all options that are adjacent to and north of Zipcode 41653? You may choose one or more options. Options: a. Zipcode 41663 b. Zipcode 41501 c. Zipcode 41631 d. Zipcode 41224 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 25024? You may choose one or more options. Options: a. Zipcode 25214 b. Zipcode 25049 c. Zipcode 25181 d. Zipcode 25009 e. None of the above,c,e
Query: Select all options that are adjacent to and northwest of The State of West Virginia? You may choose one or more options. Options: a. Zipcode 24484 b. Zipcode 24426 c. The State of Virginia d. Zipcode 15085 e. None of the above,"a,b,c","c,e"
Query: Select all options that intersect with The State of Texas? You may choose one or more options. Options: a. Zipcode 78132 b. Zipcode 88063 c. Zipcode 73931 d. Zipcode 88430 e. None of the above,"b,c,d","a,e"
Query: Select all options that intersect with Sullivan County Missouri? You may choose one or more options. Options: a. Zipcode 63561 b. The State of Missouri c. Zipcode 63556 d. Zipcode 64628 e. None of the above,e,"b,c"
Query: Select all options that are east of Zipcode 20781? You may choose one or more options. Options: a. Zipcode 20784 b. Zipcode 20002 c. Zipcode 20018 d. Zipcode 20019 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 31698? You may choose one or more options. Options: a. Zipcode 31643 b. Zipcode 31636 c. Zipcode 31605 d. Zipcode 31601 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 48460? You may choose one or more options. Options: a. Zipcode 48457 b. Zipcode 48433 c. Zipcode 48817 d. Zipcode 48616 e. None of the above,c,e
Query: Select all options that are southeast of Zipcode 30035? You may choose one or more options. Options: a. Zipcode 30088 b. Zipcode 30038 c. Zipcode 30083 d. Zipcode 30087 e. None of the above,e,"b,e"
Query: Select all options that are northeast of Adams County Pennsylvania? You may choose one or more options. Options: a. Zipcode 17254 b. Zipcode 17316 c. Zipcode 17268 d. Dauphin County Pennsylvania e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 69044? You may choose one or more options. Options: a. Zipcode 69024 b. Zipcode 67730 c. Zipcode 69043 d. Zipcode 67744 e. None of the above,e,"c,e"
Query: Select all options that are southeast of Oglethorpe County Georgia? You may choose one or more options. Options: a. Morgan County Georgia b. Zipcode 30667 c. Zipcode 30669 d. Zipcode 30605 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and northeast of Zipcode 92036? You may choose one or more options. Options: a. Zipcode 91916 b. Zipcode 91948 c. Zipcode 92086 d. Zipcode 92065 e. None of the above,a,e
Query: Select all options that are adjacent to and south of Zipcode 29125? You may choose one or more options. Options: a. Zipcode 29102 b. Zipcode 29047 c. Zipcode 29153 d. Zipcode 29168 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 55345? You may choose one or more options. Options: a. Zipcode 55305 b. Zipcode 55317 c. Zipcode 55391 d. Zipcode 55439 e. None of the above,b,"b,e"
Query: Select all options that are south of Washington County New York? You may choose one or more options. Options: a. Zipcode 05760 b. Zipcode 12836 c. Zipcode 05770 d. Zipcode 12121 e. None of the above,"a,b,c",e
Query: Select all options that are south of Zipcode 35757? You may choose one or more options. Options: a. Zipcode 35758 b. Zipcode 35773 c. Zipcode 35756 d. Zipcode 35806 e. None of the above,b,"a,b,d,e"
Query: Select all options that are southeast of Zipcode 40741? You may choose one or more options. Options: a. Zipcode 42503 b. Zipcode 40935 c. Zipcode 40743 d. Zipcode 40402 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Mason County Michigan? You may choose one or more options. Options: a. Zipcode 49454 b. Zipcode 49644 c. Zipcode 49634 d. Zipcode 49638 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 72632? You may choose one or more options. Options: a. Zipcode 72732 b. Zipcode 72756 c. Zipcode 72740 d. Zipcode 72616 e. None of the above,"a,b",e
Query: Select all options that intersect with Murray County Georgia? You may choose one or more options. Options: a. Zipcode 30708 b. Zipcode 37302 c. Zipcode 30536 d. Fannin County Georgia e. None of the above,e,"a,c,e"
Query: Select all options that are adjacent to and west of Ontario County New York? You may choose one or more options. Options: a. Zipcode 14527 b. Zipcode 14414 c. Zipcode 14514 d. Zipcode 13165 e. None of the above,d,e
Query: Select all options that are adjacent to and south of Zipcode 01339? You may choose one or more options. Options: a. Zipcode 01270 b. Zipcode 01330 c. Zipcode 01367 d. Zipcode 01350 e. None of the above,c,e
Query: Select all options that are adjacent to and south of Zipcode 56590? You may choose one or more options. Options: a. Zipcode 56565 b. Zipcode 56522 c. Zipcode 56583 d. Zipcode 56296 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 17370? You may choose one or more options. Options: a. Zipcode 17022 b. Zipcode 17406 c. Zipcode 17315 d. Zipcode 17365 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of The State of Minnesota? You may choose one or more options. Options: a. Zipcode 54009 b. Zipcode 55764 c. Zipcode 55420 d. Zipcode 56387 e. None of the above,a,e
Query: Select all options that are east of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 53560 b. Zipcode 53813 c. Zipcode 55012 d. Zipcode 54433 e. None of the above,c,"d,e"
Query: Select all options that are inside of Worcester County Massachusetts? You may choose one or more options. Options: a. The State of Massachusetts b. Zipcode 01505 c. Zipcode 01803 d. Zipcode 02839 e. None of the above,a,"b,c"
Query: Select all options that are adjacent to and north of Zipcode 45685? You may choose one or more options. Options: a. Zipcode 45631 b. Zipcode 45686 c. Zipcode 45658 d. Zipcode 45656 e. None of the above,c,"b,e"
Query: Select all options that are southeast of Zipcode 75226? You may choose one or more options. Options: a. Zipcode 75215 b. Zipcode 75214 c. Zipcode 75210 d. Zipcode 75207 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of The State of Arkansas? You may choose one or more options. Options: a. Zipcode 72335 b. Zipcode 38701 c. The State of Mississippi d. Zipcode 38748 e. None of the above,"b,c,d",e
Query: Select all options that are east of The State of North Dakota? You may choose one or more options. Options: a. Zipcode 58852 b. Zipcode 58650 c. Zipcode 58413 d. Zipcode 58843 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 97006? You may choose one or more options. Options: a. Zipcode 97005 b. Zipcode 97124 c. Zipcode 97225 d. Zipcode 97007 e. None of the above,b,"a,d,e"
Query: Select all options that are inside of The State of Virginia? You may choose one or more options. Options: a. Zipcode 45620 b. Zipcode 23959 c. Zipcode 26218 d. Zipcode 45612 e. None of the above,b,"b,e"
Query: Select all options that intersect with Kossuth County Iowa? You may choose one or more options. Options: a. Zipcode 50430 b. Zipcode 50511 c. Pocahontas County Iowa d. Faribault County Minnesota e. None of the above,a,"a,b"
Query: Select all options that are adjacent to and west of Alexandria city Virginia? You may choose one or more options. Options: a. Zipcode 22042 b. The State of Maryl c. Prince George's County Maryl d. Zipcode 20228 e. None of the above,"b,c","a,e"
Query: Select all options that are adjacent to and west of Zipcode 41821? You may choose one or more options. Options: a. Zipcode 41819 b. Zipcode 41845 c. Zipcode 41833 d. Zipcode 41858 e. None of the above,e,a
Query: Select all options that are adjacent to and northwest of Navajo County Arizona? You may choose one or more options. Options: a. Zipcode 85545 b. Zipcode 85501 c. Zipcode 86054 d. Zipcode 86028 e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of Zipcode 35461? You may choose one or more options. Options: a. Zipcode 39702 b. Zipcode 39701 c. Zipcode 39739 d. Zipcode 35481 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 10019? You may choose one or more options. Options: a. Zipcode 10023 b. Zipcode 10153 c. Zipcode 10022 d. Zipcode 10075 e. None of the above,e,"a,e"
Query: Select all options that are inside of The State of Texas? You may choose one or more options. Options: a. Zipcode 87522 b. Zipcode 88027 c. Zipcode 72832 d. Zipcode 73852 e. None of the above,e,e
Query: Select all options that are north of Manatee County Florida? You may choose one or more options. Options: a. Zipcode 34291 b. Zipcode 34292 c. Zipcode 34275 d. Zipcode 34241 e. None of the above,"a,b,c,d",e
Query: Select all options that are northwest of Boone County West Virginia? You may choose one or more options. Options: a. Zipcode 25118 b. Zipcode 25136 c. Zipcode 25573 d. Zipcode 25839 e. None of the above,d,e
Query: Select all options that intersect with The State of Kentucky? You may choose one or more options. Options: a. Zipcode 42602 b. Zipcode 38079 c. Zipcode 42223 d. Zipcode 41607 e. None of the above,"a,b,c","c,d"
Query: Select all options that are adjacent to and southeast of Preston County West Virginia? You may choose one or more options. Options: a. Taylor County West Virginia b. Monongalia County West Virginia c. Somerset County Pennsylvania d. Zipcode 26525 e. None of the above,b,"a,b,e"
Query: Select all options that are adjacent to and southeast of Nash County North Carolina? You may choose one or more options. Options: a. Zipcode 27822 b. Halifax County North Carolina c. The State of North Carolina d. Zipcode 27883 e. None of the above,e,"b,d,e"
Query: Select all options that are adjacent to and north of Zipcode 53522? You may choose one or more options. Options: a. Zipcode 53587 b. Zipcode 53566 c. Zipcode 53504 d. Zipcode 61060 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 45814? You may choose one or more options. Options: a. Zipcode 45897 b. Zipcode 45810 c. Zipcode 45840 d. Zipcode 43359 e. None of the above,e,"b,c,e"
Query: Select all options that are southeast of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 55609 b. Zipcode 55704 c. Zipcode 55026 d. Zipcode 55614 e. None of the above,"a,b,d",e
Query: Select all options that are northwest of Pitt County North Carolina? You may choose one or more options. Options: a. Zipcode 27821 b. Zipcode 27861 c. Zipcode 27806 d. Zipcode 27801 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and south of The State of Kansas? You may choose one or more options. Options: a. Zipcode 66835 b. Zipcode 67437 c. Zipcode 68943 d. Zipcode 66401 e. None of the above,c,e
Query: Select all options that are adjacent to and southeast of Zipcode 99158? You may choose one or more options. Options: a. Zipcode 99033 b. Zipcode 99130 c. Zipcode 99111 d. Zipcode 99018 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 74366? You may choose one or more options. Options: a. Zipcode 74338 b. Zipcode 74340 c. Zipcode 74342 d. Zipcode 74332 e. None of the above,b,e
Query: Select all options that intersect with McIntosh County Georgia? You may choose one or more options. Options: a. Zipcode 31316 b. Zipcode 31525 c. Zipcode 31560 d. Liberty County Georgia e. None of the above,e,"a,b,c"
Query: Select all options that are adjacent to and west of Zipcode 40953? You may choose one or more options. Options: a. Zipcode 40744 b. Zipcode 40915 c. Zipcode 40946 d. Zipcode 40997 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Isabella County Michigan? You may choose one or more options. Options: a. Zipcode 48618 b. Osceola County Michigan c. Zipcode 48883 d. Zipcode 48657 e. None of the above,b,e
Query: Select all options that are southwest of Zipcode 90731? You may choose one or more options. Options: a. Zipcode 90275 b. Zipcode 90732 c. Zipcode 90710 d. Zipcode 90505 e. None of the above,e,e
Query: Select all options that are south of Cooke County Texas? You may choose one or more options. Options: a. Zipcode 73441 b. Zipcode 76265 c. Zipcode 73453 d. Wise County Texas e. None of the above,c,e
Query: Select all options that are adjacent to and northwest of Zipcode 58421? You may choose one or more options. Options: a. Zipcode 58422 b. Zipcode 58476 c. Zipcode 58496 d. Zipcode 58356 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of The State of Colorado? You may choose one or more options. Options: a. Zipcode 86514 b. Zipcode 84534 c. Zipcode 80124 d. Zipcode 87520 e. None of the above,"a,b,d",e
Query: Select all options that are southwest of Zipcode 91343? You may choose one or more options. Options: a. Zipcode 91331 b. Zipcode 91402 c. Zipcode 91325 d. Zipcode 91406 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 46745? You may choose one or more options. Options: a. Zipcode 46773 b. Zipcode 46816 c. Zipcode 46777 d. Zipcode 46733 e. None of the above,b,e
Query: Select all options that are adjacent to and south of Noble County Ohio? You may choose one or more options. Options: a. Belmont County Ohio b. Zipcode 45727 c. Zipcode 43713 d. Guernsey County Ohio e. None of the above,d,"a,e"
Query: Select all options that are adjacent to and west of Zipcode 64842? You may choose one or more options. Options: a. Zipcode 65647 b. Zipcode 64874 c. Zipcode 64861 d. Zipcode 64844 e. None of the above,e,e
Query: Select all options that are south of Bergen County New Jersey? You may choose one or more options. Options: a. Zipcode 07028 b. Zipcode 11211 c. Zipcode 10199 d. Zipcode 07410 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Washington County Ohio? You may choose one or more options. Options: a. Wood County West Virginia b. Zipcode 26180 c. Zipcode 45744 d. Zipcode 43915 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 33993? You may choose one or more options. Options: a. Zipcode 33990 b. Zipcode 33914 c. Zipcode 33917 d. Zipcode 33955 e. None of the above,b,e
Query: Select all options that are east of The State of Michigan? You may choose one or more options. Options: a. Zipcode 61024 b. Zipcode 48433 c. Zipcode 53818 d. Zipcode 54201 e. None of the above,d,e
Query: Select all options that are adjacent to and northwest of Boone County West Virginia? You may choose one or more options. Options: a. Zipcode 24854 b. Raleigh County West Virginia c. Zipcode 24870 d. Zipcode 25062 e. None of the above,"a,b,c","b,e"
Query: Select all options that are adjacent to and east of Zipcode 80118? You may choose one or more options. Options: a. Zipcode 80863 b. Zipcode 80908 c. Zipcode 80104 d. Zipcode 80106 e. None of the above,e,"c,d,e"
Query: Select all options that are northeast of Zipcode 15133? You may choose one or more options. Options: a. Zipcode 15122 b. Zipcode 15132 c. Zipcode 15037 d. Zipcode 15025 e. None of the above,d,e
Query: Select all options that are adjacent to and west of Greenwood County South Carolina? You may choose one or more options. Options: a. McCormick County South Carolina b. Zipcode 29037 c. Saluda County South Carolina d. Newberry County South Carolina e. None of the above,"b,c,d","a,e"
Query: Select all options that are adjacent to and southwest of Dutchess County New York? You may choose one or more options. Options: a. Zipcode 12507 b. Zipcode 12527 c. Zipcode 06801 d. Zipcode 06069 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Livingston County Missouri? You may choose one or more options. Options: a. Zipcode 64646 b. Zipcode 64654 c. Zipcode 64652 d. Linn County Missouri e. None of the above,"a,c","d,e"
Query: Select all options that are adjacent to and west of The State of Minnesota? You may choose one or more options. Options: a. The State of North Dakota b. Zipcode 54830 c. Zipcode 55735 d. Zipcode 54840 e. None of the above,"b,d","a,e"
Query: Select all options that are southwest of Zipcode 53570? You may choose one or more options. Options: a. Zipcode 53520 b. Zipcode 53574 c. Zipcode 53504 d. Zipcode 53521 e. None of the above,d,e
Query: Select all options that are northeast of Zipcode 16142? You may choose one or more options. Options: a. Zipcode 16156 b. Zipcode 16159 c. Zipcode 16057 d. Zipcode 16143 e. None of the above,e,"a,b,e"
Query: Select all options that are adjacent to and south of Zipcode 53546? You may choose one or more options. Options: a. Zipcode 53534 b. Zipcode 53548 c. Zipcode 53525 d. Zipcode 53511 e. None of the above,e,e
Query: Select all options that intersect with The State of Washington? You may choose one or more options. Options: a. Zipcode 99128 b. Zipcode 83856 c. Zipcode 99362 d. Zipcode 99218 e. None of the above,"a,c","a,c,d"
Query: Select all options that are northeast of The State of New York? You may choose one or more options. Options: a. Zipcode 16917 b. Zipcode 12732 c. Zipcode 17767 d. Zipcode 05730 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and southeast of Rogers County Oklahoma? You may choose one or more options. Options: a. Zipcode 74114 b. Zipcode 74352 c. Washington County Oklahoma d. Zipcode 74128 e. None of the above,c,"b,c,e"
Query: Select all options that intersect with The State of Alabama? You may choose one or more options. Options: a. Zipcode 31905 b. Zipcode 36527 c. Zipcode 30165 d. Zipcode 36567 e. None of the above,"a,c","b,e"
Query: Select all options that are adjacent to and west of Colbert County Alabama? You may choose one or more options. Options: a. The State of Mississippi b. Zipcode 35616 c. Zipcode 38852 d. Zipcode 38829 e. None of the above,e,e
Query: Select all options that are east of Bourbon County Kentucky? You may choose one or more options. Options: a. Zipcode 40391 b. Zipcode 40361 c. Bath County Kentucky d. Zipcode 40370 e. None of the above,e,"c,e"
Query: Select all options that are southwest of Calhoun County Michigan? You may choose one or more options. Options: a. Zipcode 49015 b. Zipcode 49264 c. Zipcode 49076 d. Ingham County Michigan e. None of the above,"b,d",e
Query: Select all options that are adjacent to and west of Zipcode 71473? You may choose one or more options. Options: a. Zipcode 71483 b. Zipcode 71226 c. Zipcode 71251 d. Zipcode 71418 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 27946? You may choose one or more options. Options: a. Zipcode 27944 b. Zipcode 27980 c. Zipcode 27942 d. Zipcode 27979 e. None of the above,e,e
Query: Select all options that are southwest of Marion County West Virginia? You may choose one or more options. Options: a. Zipcode 26505 b. Zipcode 26448 c. Zipcode 26543 d. Zipcode 26348 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and east of Zipcode 65802? You may choose one or more options. Options: a. Zipcode 65804 b. Zipcode 65781 c. Zipcode 65742 d. Zipcode 65619 e. None of the above,e,"a,e"
Query: Select all options that are west of Zipcode 57278? You may choose one or more options. Options: a. Zipcode 57271 b. Zipcode 57322 c. Zipcode 57225 d. Zipcode 57353 e. None of the above,e,e
Query: Select all options that are southeast of Zipcode 71260? You may choose one or more options. Options: a. Zipcode 71280 b. Zipcode 71277 c. Zipcode 71747 d. Zipcode 71635 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 43466? You may choose one or more options. Options: a. Zipcode 43457 b. Zipcode 44817 c. Zipcode 43413 d. Zipcode 43467 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 89511? You may choose one or more options. Options: a. Zipcode 96161 b. Zipcode 89519 c. Zipcode 89509 d. Zipcode 89502 e. None of the above,"b,c,d","c,d,e"
Query: Select all options that are west of Franklin County Washington? You may choose one or more options. Options: a. The State of Washington b. The State of Oregon c. Zipcode 99301 d. Zipcode 99343 e. None of the above,e,e
Query: Select all options that intersect with Neshoba County Mississippi? You may choose one or more options. Options: a. Zipcode 39346 b. Zipcode 39074 c. Zipcode 39361 d. Attala County Mississippi e. None of the above,a,"a,b,c"
Query: Select all options that are adjacent to and west of Milwaukee County Wisconsin? You may choose one or more options. Options: a. Ottawa County Michigan b. The State of Michigan c. Zipcode 53120 d. Zipcode 53702 e. None of the above,a,e
Query: Select all options that are adjacent to and north of The State of Kentucky? You may choose one or more options. Options: a. Zipcode 38551 b. Zipcode 45680 c. Zipcode 40051 d. Zipcode 38549 e. None of the above,"a,d",e
Query: Select all options that are northwest of The State of Kentucky? You may choose one or more options. Options: a. Zipcode 37879 b. Zipcode 37857 c. Zipcode 37766 d. Zipcode 37752 e. None of the above,"a,b,c,d",e
Query: Select all options that are northwest of Zipcode 84532? You may choose one or more options. Options: a. Zipcode 81523 b. Zipcode 84535 c. Zipcode 81411 d. Zipcode 84525 e. None of the above,c,e
Query: Select all options that are southwest of Stutsman County North Dakota? You may choose one or more options. Options: a. Zipcode 58405 b. Logan County North Dakota c. Zipcode 58455 d. Griggs County North Dakota e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of The State of California? You may choose one or more options. Options: a. Zipcode 95928 b. Zipcode 93239 c. Zipcode 93727 d. Zipcode 90043 e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 05764? You may choose one or more options. Options: a. Zipcode 05735 b. Zipcode 05743 c. Zipcode 05774 d. Zipcode 12837 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 40162? You may choose one or more options. Options: a. Zipcode 42701 b. Zipcode 42724 c. Zipcode 40115 d. Zipcode 40142 e. None of the above,a,e
Query: Select all options that are adjacent to and southeast of Zipcode 68329? You may choose one or more options. Options: a. Zipcode 68446 b. Zipcode 68448 c. Zipcode 68346 d. Zipcode 68450 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Will County Illinois? You may choose one or more options. Options: a. DuPage County Illinois b. Zipcode 60419 c. Zipcode 46404 d. Zipcode 60440 e. None of the above,a,"a,e"
Query: Select all options that are inside of San Francisco County California? You may choose one or more options. Options: a. Zipcode 94108 b. Zipcode 94118 c. Zipcode 94103 d. Zipcode 94131 e. None of the above,"a,b,c,d","a,b,c,d"
Query: Select all options that are adjacent to and east of Zipcode 18256? You may choose one or more options. Options: a. Zipcode 17985 b. Zipcode 18249 c. Zipcode 17815 d. Zipcode 18241 e. None of the above,a,"b,d,e"
Query: Select all options that are southeast of Zipcode 50124? You may choose one or more options. Options: a. Zipcode 50226 b. Zipcode 50134 c. Zipcode 50073 d. Zipcode 50244 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Zipcode 46062? You may choose one or more options. Options: a. Zipcode 46038 b. Zipcode 46034 c. Zipcode 46032 d. Zipcode 46060 e. None of the above,b,e
Query: Select all options that are adjacent to and east of Zipcode 40359? You may choose one or more options. Options: a. Zipcode 41083 b. Zipcode 41035 c. Zipcode 40036 d. Zipcode 41010 e. None of the above,c,e
Query: Select all options that are adjacent to and southwest of Perry County Pennsylvania? You may choose one or more options. Options: a. Zipcode 17020 b. Northumberl c. Zipcode 17101 d. Zipcode 17017 e. None of the above,"b,d",e
Query: Select all options that are adjacent to and northeast of The State of Alabama? You may choose one or more options. Options: a. Zipcode 39362 b. Zipcode 39452 c. Zipcode 39451 d. Zipcode 39367 e. None of the above,"a,b,c,d",e
Query: Select all options that are northwest of Lincoln County Georgia? You may choose one or more options. Options: a. Zipcode 29832 b. Zipcode 30824 c. Zipcode 29860 d. Zipcode 29848 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 30064? You may choose one or more options. Options: a. Zipcode 30066 b. Zipcode 30141 c. Zipcode 30062 d. Zipcode 30008 e. None of the above,e,"a,b,c"
