query,truth
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 99201 in relation to Zipcode 99224 in terms of geography. Options: a. southeast of b. adjacent to and northeast of c. adjacent to and south of d. adjacent to and east of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of McHenry County Illinois in relation to Zipcode 60021 in terms of geography. Options: a. adjacent to and southwest of b. northeast of c. east of d. northwest of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 52777 in relation to Zipcode 52721 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and east of c. north of d. adjacent to and northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 26369 in relation to Zipcode 26431 in terms of geography. Options: a. west of b. south of c. adjacent to and north of d. southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Madison County Mississippi in relation to Hinds County Mississippi in terms of geography. Options: a. adjacent to and southwest of b. adjacent to and north of c. adjacent to and northeast of d. adjacent to and northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 06238 in relation to Zipcode 06250 in terms of geography. Options: a. they intersect b. adjacent to and southwest of c. contains d. adjacent to and northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of The State of Utah in relation to Zipcode 84124 in terms of geography. Options: a. adjacent to and southwest of b. northeast of c. adjacent to and east of d. contains e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Lebanon County Pennsylvania in relation to Zipcode 17102 in terms of geography. Options: a. adjacent to and west of b. northwest of c. east of d. north of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Pickaway County Ohio in relation to Zipcode 43164 in terms of geography. Options: a. intersects with b. adjacent to and east of c. inside of d. south of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of The State of Virginia in relation to Zipcode 45688 in terms of geography. Options: a. inside of b. southwest of c. adjacent to and east of d. east of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 64742 in relation to Zipcode 64720 in terms of geography. Options: a. south of b. adjacent to and east of c. adjacent to and northwest of d. adjacent to and north of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 18337 in relation to Zipcode 12780 in terms of geography. Options: a. contains b. south of c. west of d. adjacent to and northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Copiah County Mississippi in relation to Rankin County Mississippi in terms of geography. Options: a. contains b. adjacent to and southeast of c. adjacent to and south of d. adjacent to and southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 95681 in relation to Zipcode 95674 in terms of geography. Options: a. southeast of b. adjacent to and west of c. east of d. adjacent to and southeast of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58367 in relation to Zipcode 58339 in terms of geography. Options: a. east of b. southeast of c. adjacent to and west of d. adjacent to and east of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Berrien County Georgia in relation to Zipcode 31650 in terms of geography. Options: a. adjacent to and southwest of b. adjacent to and south of c. southeast of d. contains e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Custer County Colorado in relation to Zipcode 81253 in terms of geography. Options: a. southwest of b. north of c. northeast of d. adjacent to and west of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 74059 in relation to Zipcode 74832 in terms of geography. Options: a. adjacent to and north of b. adjacent to and northwest of c. north of d. northeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 11371 in relation to Zipcode 11372 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and east of c. northeast of d. west of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 84307 in relation to Zipcode 84337 in terms of geography. Options: a. adjacent to and southwest of b. northeast of c. southwest of d. adjacent to and north of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 16201 in relation to Zipcode 16249 in terms of geography. Options: a. adjacent to and southwest of b. they intersect c. northwest of d. adjacent to and east of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of The State of West Virginia in relation to Zipcode 15209 in terms of geography. Options: a. adjacent to and northwest of b. southwest of c. south of d. they intersect e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 11973 in relation to Zipcode 11961 in terms of geography. Options: a. southwest of b. adjacent to and south of c. contains d. adjacent to and north of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 41844 in relation to Zipcode 41339 in terms of geography. Options: a. they intersect b. adjacent to and east of c. southeast of d. adjacent to and northeast of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Crawford County Arkansas in relation to Washington County Arkansas in terms of geography. Options: a. adjacent to and northeast of b. they intersect c. adjacent to and south of d. contains e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 45013 in relation to Zipcode 45067 in terms of geography. Options: a. southwest of b. inside of c. adjacent to and southeast of d. contains e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Gentry County Missouri in relation to Zipcode 64469 in terms of geography. Options: a. adjacent to and west of b. adjacent to and northwest of c. southwest of d. adjacent to and north of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 35501 in relation to Zipcode 35554 in terms of geography. Options: a. they intersect b. southeast of c. east of d. adjacent to and northeast of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Jones County North Carolina in relation to Zipcode 27821 in terms of geography. Options: a. contains b. southwest of c. east of d. adjacent to and west of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 57702 in relation to Zipcode 57744 in terms of geography. Options: a. northwest of b. adjacent to and northwest of c. southeast of d. adjacent to and southeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 27568 in relation to Zipcode 27569 in terms of geography. Options: a. they intersect b. adjacent to and west of c. adjacent to and north of d. north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Sunflower County Mississippi in relation to Washington County Mississippi in terms of geography. Options: a. contains b. they intersect c. adjacent to and southeast of d. adjacent to and northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 55052 in relation to Zipcode 55049 in terms of geography. Options: a. adjacent to and west of b. northwest of c. west of d. adjacent to and east of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 28020 in relation to Zipcode 28040 in terms of geography. Options: a. north of b. adjacent to and northeast of c. adjacent to and northwest of d. adjacent to and north of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 75044 in relation to Zipcode 75040 in terms of geography. Options: a. adjacent to and north of b. adjacent to and northwest of c. adjacent to and south of d. adjacent to and southeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 80929 in relation to Zipcode 80925 in terms of geography. Options: a. inside of b. adjacent to and west of c. south of d. adjacent to and east of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 60603 in relation to Zipcode 60611 in terms of geography. Options: a. inside of b. north of c. adjacent to and northeast of d. adjacent to and southeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 02769 in relation to Zipcode 02715 in terms of geography. Options: a. adjacent to and south of b. northwest of c. adjacent to and southeast of d. adjacent to and west of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 76460 in relation to Zipcode 76459 in terms of geography. Options: a. inside of b. east of c. adjacent to and south of d. adjacent to and north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 12450 in relation to Zipcode 12448 in terms of geography. Options: a. inside of b. northwest of c. adjacent to and southwest of d. east of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 49896 in relation to Zipcode 49873 in terms of geography. Options: a. they intersect b. southeast of c. south of d. adjacent to and south of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of The State of New Jersey in relation to Zipcode 11370 in terms of geography. Options: a. adjacent to and north of b. north of c. contains d. southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 73092 in relation to Zipcode 73079 in terms of geography. Options: a. adjacent to and southwest of b. inside of c. southwest of d. northwest of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Wayne County West Virginia in relation to Mason County West Virginia in terms of geography. Options: a. southwest of b. adjacent to and northwest of c. adjacent to and south of d. adjacent to and northeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Catahoula Parish Louisiana in relation to Zipcode 71316 in terms of geography. Options: a. northwest of b. southeast of c. north of d. adjacent to and northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Jay County Indiana in relation to Zipcode 46991 in terms of geography. Options: a. northwest of b. east of c. north of d. contains e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of The State of Indiana in relation to Zipcode 60974 in terms of geography. Options: a. south of b. adjacent to and south of c. southeast of d. adjacent to and east of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of The State of New Jersey in relation to Zipcode 19055 in terms of geography. Options: a. contains b. east of c. adjacent to and east of d. inside of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 86036 in relation to Zipcode 84741 in terms of geography. Options: a. east of b. southeast of c. adjacent to and southeast of d. west of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Contra Costa County California in relation to Zipcode 94601 in terms of geography. Options: a. inside of b. they intersect c. northwest of d. northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 97224 in relation to Zipcode 97140 in terms of geography. Options: a. west of b. north of c. contains d. adjacent to and northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Columbiana County Ohio in relation to Hancock County West Virginia in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and northeast of c. adjacent to and south of d. adjacent to and southeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 61348 in relation to Zipcode 61354 in terms of geography. Options: a. north of b. adjacent to and south of c. adjacent to and northwest of d. adjacent to and north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 53810 in relation to Zipcode 53806 in terms of geography. Options: a. east of b. north of c. adjacent to and northwest of d. northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 19529 in relation to Zipcode 19534 in terms of geography. Options: a. northwest of b. adjacent to and north of c. west of d. adjacent to and northeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 92114 in relation to Zipcode 92105 in terms of geography. Options: a. adjacent to and north of b. adjacent to and southeast of c. north of d. northeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Wright County Minnesota in relation to Zipcode 55358 in terms of geography. Options: a. adjacent to and northeast of b. contains c. northwest of d. adjacent to and southwest of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Monroe County Arkansas in relation to Jefferson County Arkansas in terms of geography. Options: a. northeast of b. contains c. adjacent to and southeast of d. adjacent to and south of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of The State of New York in relation to Zipcode 15753 in terms of geography. Options: a. adjacent to and west of b. northeast of c. southwest of d. adjacent to and northeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Gilmer County West Virginia in relation to The State of West Virginia in terms of geography. Options: a. inside of b. north of c. south of d. west of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Cherokee County Iowa in relation to Zipcode 51002 in terms of geography. Options: a. south of b. contains c. adjacent to and northeast of d. intersects with e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 45887 in relation to Zipcode 45806 in terms of geography. Options: a. adjacent to and west of b. they intersect c. adjacent to and southwest of d. adjacent to and southeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of The State of Oregon in relation to Zipcode 97133 in terms of geography. Options: a. adjacent to and south of b. southwest of c. southeast of d. adjacent to and southwest of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 28120 in relation to Zipcode 28216 in terms of geography. Options: a. adjacent to and southwest of b. they intersect c. adjacent to and east of d. adjacent to and northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Titus County Texas in relation to Zipcode 75550 in terms of geography. Options: a. adjacent to and south of b. east of c. northwest of d. adjacent to and southwest of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 37737 in relation to Zipcode 37803 in terms of geography. Options: a. adjacent to and west of b. north of c. southeast of d. adjacent to and north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 53185 in relation to Zipcode 53150 in terms of geography. Options: a. inside of b. adjacent to and southwest of c. northwest of d. west of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of The State of Kansas in relation to Zipcode 67660 in terms of geography. Options: a. contains b. southeast of c. inside of d. adjacent to and north of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 01069 in relation to Zipcode 01007 in terms of geography. Options: a. adjacent to and southeast of b. north of c. southeast of d. adjacent to and south of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 38261 in relation to Zipcode 38260 in terms of geography. Options: a. southwest of b. northeast of c. contains d. adjacent to and northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Stark County North Dakota in relation to Zipcode 58623 in terms of geography. Options: a. southeast of b. adjacent to and east of c. inside of d. northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 73768 in relation to Zipcode 73716 in terms of geography. Options: a. west of b. southeast of c. adjacent to and west of d. adjacent to and east of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Westchester County New York in relation to Zipcode 07022 in terms of geography. Options: a. adjacent to and southeast of b. northeast of c. adjacent to and south of d. adjacent to and southwest of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 56621 in relation to Zipcode 56646 in terms of geography. Options: a. inside of b. northwest of c. east of d. southeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Knox County Indiana in relation to Zipcode 47558 in terms of geography. Options: a. adjacent to and northwest of b. inside of c. adjacent to and southwest of d. adjacent to and north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Johnson County Wyoming in relation to Zipcode 82835 in terms of geography. Options: a. southeast of b. adjacent to and south of c. adjacent to and west of d. inside of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Dinwiddie County Virginia in relation to Zipcode 23897 in terms of geography. Options: a. they intersect b. northeast of c. northwest of d. inside of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 31503 in relation to Zipcode 31550 in terms of geography. Options: a. adjacent to and east of b. adjacent to and northwest of c. south of d. southeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 17268 in relation to Zipcode 21742 in terms of geography. Options: a. adjacent to and northeast of b. adjacent to and east of c. contains d. north of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 41735 in relation to Zipcode 41763 in terms of geography. Options: a. adjacent to and north of b. south of c. adjacent to and southeast of d. north of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Bell County Kentucky in relation to Hancock County Tennessee in terms of geography. Options: a. south of b. southwest of c. northeast of d. adjacent to and southeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Lee County Alabama in relation to Zipcode 31804 in terms of geography. Options: a. west of b. southwest of c. south of d. adjacent to and north of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 63044 in relation to Zipcode 63074 in terms of geography. Options: a. contains b. adjacent to and northeast of c. southeast of d. adjacent to and northwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 97451 in relation to Zipcode 97487 in terms of geography. Options: a. inside of b. adjacent to and southeast of c. southeast of d. adjacent to and west of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 66015 in relation to Zipcode 66751 in terms of geography. Options: a. inside of b. adjacent to and northwest of c. south of d. adjacent to and west of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58030 in relation to Zipcode 57260 in terms of geography. Options: a. inside of b. northeast of c. adjacent to and west of d. adjacent to and north of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Butler County Ohio in relation to Zipcode 45062 in terms of geography. Options: a. contains b. north of c. southeast of d. they intersect e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of The State of Texas in relation to Zipcode 77024 in terms of geography. Options: a. adjacent to and west of b. contains c. inside of d. adjacent to and northeast of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Shelby County Alabama in relation to Zipcode 35042 in terms of geography. Options: a. inside of b. east of c. adjacent to and southwest of d. north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 49434 in relation to Zipcode 49424 in terms of geography. Options: a. north of b. they intersect c. contains d. adjacent to and southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 37711 in relation to Zipcode 37857 in terms of geography. Options: a. they intersect b. west of c. adjacent to and north of d. adjacent to and southeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 25404 in relation to Zipcode 21795 in terms of geography. Options: a. southwest of b. adjacent to and northwest of c. northeast of d. adjacent to and southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of The State of Kentucky in relation to Zipcode 24277 in terms of geography. Options: a. northeast of b. adjacent to and west of c. adjacent to and northeast of d. east of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 90201 in relation to Zipcode 90640 in terms of geography. Options: a. adjacent to and south of b. contains c. adjacent to and east of d. northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of The State of California in relation to Zipcode 89511 in terms of geography. Options: a. southwest of b. adjacent to and northwest of c. adjacent to and south of d. northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 76862 in relation to Zipcode 76845 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and northeast of c. adjacent to and south of d. southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 07045 in relation to Zipcode 07034 in terms of geography. Options: a. adjacent to and southeast of b. adjacent to and north of c. adjacent to and west of d. south of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Mercer County Ohio in relation to Zipcode 47336 in terms of geography. Options: a. inside of b. northeast of c. contains d. east of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Jackson County Illinois in relation to Zipcode 62920 in terms of geography. Options: a. northwest of b. inside of c. adjacent to and southeast of d. adjacent to and north of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 18708 in relation to Zipcode 18621 in terms of geography. Options: a. inside of b. adjacent to and northwest of c. north of d. adjacent to and east of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 28530 in relation to Zipcode 27889 in terms of geography. Options: a. adjacent to and west of b. west of c. north of d. southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 28152 in relation to Zipcode 28076 in terms of geography. Options: a. southeast of b. northwest of c. east of d. west of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 40873 in relation to Zipcode 40840 in terms of geography. Options: a. inside of b. southeast of c. southwest of d. adjacent to and north of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 23336 in relation to Zipcode 21864 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and northeast of c. inside of d. southeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 29166 in relation to Zipcode 29129 in terms of geography. Options: a. adjacent to and north of b. they intersect c. adjacent to and northeast of d. southwest of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of The State of Alabama in relation to Zipcode 35057 in terms of geography. Options: a. west of b. northwest of c. adjacent to and southeast of d. contains e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 25425 in relation to Zipcode 20135 in terms of geography. Options: a. southeast of b. adjacent to and northeast of c. south of d. inside of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Dyer County Tennessee in relation to Crockett County Tennessee in terms of geography. Options: a. adjacent to and east of b. east of c. adjacent to and south of d. adjacent to and northwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Washington County Maine in relation to Zipcode 04622 in terms of geography. Options: a. adjacent to and south of b. adjacent to and west of c. adjacent to and north of d. intersects with e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Sullivan County New York in relation to Zipcode 12406 in terms of geography. Options: a. they intersect b. adjacent to and north of c. southwest of d. northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58060 in relation to Zipcode 58017 in terms of geography. Options: a. adjacent to and south of b. north of c. adjacent to and east of d. northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 43938 in relation to Zipcode 43917 in terms of geography. Options: a. inside of b. northeast of c. adjacent to and southwest of d. adjacent to and north of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 95425 in relation to Zipcode 95415 in terms of geography. Options: a. southeast of b. adjacent to and south of c. south of d. north of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 37353 in relation to Zipcode 37341 in terms of geography. Options: a. south of b. northwest of c. they intersect d. inside of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 77630 in relation to Zipcode 70631 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and east of c. contains d. adjacent to and northeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Mora County New Mexico in relation to Taos County New Mexico in terms of geography. Options: a. they intersect b. west of c. south of d. northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 12791 in relation to Zipcode 12758 in terms of geography. Options: a. adjacent to and southwest of b. west of c. north of d. contains e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 72530 in relation to Zipcode 72581 in terms of geography. Options: a. southeast of b. south of c. inside of d. adjacent to and north of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Warrick County Indiana in relation to Zipcode 47665 in terms of geography. Options: a. southeast of b. adjacent to and east of c. northeast of d. adjacent to and northwest of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Scott County Indiana in relation to Zipcode 47126 in terms of geography. Options: a. northeast of b. adjacent to and north of c. south of d. northwest of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 76577 in relation to Zipcode 76567 in terms of geography. Options: a. north of b. inside of c. southeast of d. adjacent to and west of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of The State of California in relation to Zipcode 93265 in terms of geography. Options: a. west of b. adjacent to and east of c. contains d. they intersect e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 33132 in relation to Zipcode 33142 in terms of geography. Options: a. north of b. south of c. northwest of d. southeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 16115 in relation to Zipcode 44455 in terms of geography. Options: a. adjacent to and south of b. east of c. southwest of d. adjacent to and west of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 94952 in relation to Zipcode 94922 in terms of geography. Options: a. adjacent to and east of b. adjacent to and southeast of c. adjacent to and northeast of d. contains e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 65570 in relation to Zipcode 65557 in terms of geography. Options: a. adjacent to and east of b. adjacent to and south of c. adjacent to and north of d. adjacent to and northwest of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Buffalo County Nebraska in relation to Zipcode 68866 in terms of geography. Options: a. southeast of b. southwest of c. intersects with d. west of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 20785 in relation to Zipcode 20710 in terms of geography. Options: a. adjacent to and west of b. southeast of c. adjacent to and southwest of d. they intersect e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Wabash County Indiana in relation to Cass County Indiana in terms of geography. Options: a. east of b. adjacent to and northeast of c. adjacent to and north of d. adjacent to and east of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 76687 in relation to Zipcode 77865 in terms of geography. Options: a. northeast of b. west of c. southwest of d. adjacent to and northwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Arlington County Virginia in relation to Zipcode 20427 in terms of geography. Options: a. adjacent to and southwest of b. adjacent to and east of c. southwest of d. northwest of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of The State of New York in relation to Zipcode 12143 in terms of geography. Options: a. southeast of b. north of c. they intersect d. contains e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 58483 in relation to Zipcode 58442 in terms of geography. Options: a. they intersect b. adjacent to and northwest of c. adjacent to and southwest of d. adjacent to and northeast of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 27882 in relation to Zipcode 27549 in terms of geography. Options: a. east of b. adjacent to and southeast of c. south of d. adjacent to and south of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Florence County Wisconsin in relation to Zipcode 54151 in terms of geography. Options: a. intersects with b. they intersect c. adjacent to and north of d. adjacent to and northwest of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 50843 in relation to Zipcode 50841 in terms of geography. Options: a. adjacent to and northwest of b. southeast of c. adjacent to and north of d. adjacent to and west of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 24966 in relation to Zipcode 24954 in terms of geography. Options: a. inside of b. northwest of c. adjacent to and south of d. southwest of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of Guayanilla Municipio Puerto Rico in relation to Zipcode 00715 in terms of geography. Options: a. they intersect b. southeast of c. adjacent to and east of d. south of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 44817 in relation to Zipcode 43467 in terms of geography. Options: a. adjacent to and southwest of b. southeast of c. adjacent to and northwest of d. adjacent to and northeast of e. none of the above,a
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 94111 in relation to Zipcode 94104 in terms of geography. Options: a. northwest of b. adjacent to and southeast of c. adjacent to and northwest of d. adjacent to and southwest of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 79343 in relation to Zipcode 79356 in terms of geography. Options: a. east of b. northwest of c. adjacent to and west of d. adjacent to and north of e. none of the above,b
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 65440 in relation to Zipcode 63623 in terms of geography. Options: a. contains b. southwest of c. west of d. northeast of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Floyd County Kentucky in relation to Zipcode 41649 in terms of geography. Options: a. west of b. adjacent to and southwest of c. adjacent to and west of d. adjacent to and south of e. none of the above,e
Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 72611 in relation to Zipcode 72638 in terms of geography. Options: a. adjacent to and north of b. adjacent to and northwest of c. adjacent to and southeast of d. adjacent to and east of e. none of the above,c
Query: Select exactly one option (a-e) that best describes the relationship of Warren County New Jersey in relation to Zipcode 18032 in terms of geography. Options: a. northwest of b. adjacent to and northwest of c. north of d. northeast of e. none of the above,d
Query: Select exactly one option (a-e) that best describes the relationship of The State of California in relation to Zipcode 96028 in terms of geography. Options: a. contains b. adjacent to and west of c. southeast of d. northeast of e. none of the above,a
